artist_name,id,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_pop,genres,track_pop,genres_list,subjectivity,polarity
Kadie Elder,72ey4Cr2eXXwH9IMlhzuCV,First Time He Kissed a Boy,0.616,0.856,11,-4.901,0,0.0389,0.0238,0.0,0.598,0.63,107.013,26,unknown,44,['unknown'],medium,Positive
Matt Alber,3vsHwtwcRXjwejyfKgj6dX,Handsome Man,0.319,0.176,7,-11.104,1,0.0393,0.863,0.0,0.106,0.306,130.31,23,unknown,20,['unknown'],high,Positive
Steve Grand,7i2xzOJU1O7hrP8kqqBchZ,All-American Boy,0.441,0.709,6,-3.91,1,0.0333,0.084,0.0,0.0851,0.28,131.889,25,queer_country,34,['queer_country'],low,Neutral
Adam Lambert,44aN5xKL3kGHvQ5bXVk6B8,Ghost Town,0.703,0.736,4,-5.709,0,0.046,0.186,1.92e-05,0.174,0.274,119.955,61,dance_pop idol pop post-teen_pop,67,"['dance_pop', 'idol', 'pop', 'post-teen_pop']",low,Neutral
Queen,09jZZLarDD6MI3eT3ujsEL,I Want To Break Free,0.862,0.402,4,-12.075,1,0.0368,0.0478,0.00499,0.179,0.812,109.157,83,classic_rock glam_rock rock,53,"['classic_rock', 'glam_rock', 'rock']",high,Positive
Soft Cell,1tVzVPIcCFz5QUMGLPHJEc,Tainted Love,0.569,0.493,0,-9.112,0,0.0381,0.106,0.0,0.624,0.616,143.221,61,new_romantic new_wave new_wave_pop synthpop,52,"['new_romantic', 'new_wave', 'new_wave_pop', 'synthpop']",high,Positive
George Michael,1SKApv6ZfJ9bkUxeRObJEF,Freedom! '90,0.675,0.873,5,-7.697,1,0.0441,0.0998,1.48e-05,0.0541,0.817,91.77,70,unknown,59,['unknown'],low,Neutral
Elton John,5nPdMALTEd7HOjn16oNf2X,Don't Go Breaking My Heart,0.729,0.844,5,-8.824,1,0.0344,0.149,2.87e-06,0.0604,0.777,131.459,82,glam_rock mellow_gold piano_rock,0,"['glam_rock', 'mellow_gold', 'piano_rock']",low,Neutral
Troye Sivan,71T7xF5wLbDRg76jxAwDqA,My My My!,0.701,0.458,1,-7.749,1,0.0836,0.00407,0.000151,0.045,0.482,102.967,77,australian_pop dance_pop pop viral_pop,0,"['australian_pop', 'dance_pop', 'pop', 'viral_pop']",low,Neutral
Kevin Abstract,1AUA7JlrARv430PUJRK0Lp,American Boyfriend,0.463,0.698,1,-4.456,1,0.0368,0.0215,4.65e-06,0.238,0.351,93.072,59,afrofuturism alternative_r&b hip_hop lgbtq+_hip_hop rap,54,"['afrofuturism', 'alternative_r&b', 'hip_hop', 'lgbtq+_hip_hop', 'rap']",low,Neutral
BROCKHAMPTON,0dWOFwdXrbBUYqD9DLsoyK,BLEACH,0.595,0.657,1,-6.498,0,0.183,0.462,0.000597,0.437,0.718,156.093,68,boy_band hip_hop rap,69,"['boy_band', 'hip_hop', 'rap']",low,Neutral
Passion Pit,52a6VcF23v5HB7KfDEmBHq,Carried Away,0.772,0.826,0,-5.135,1,0.0344,0.0176,8.56e-06,0.383,0.871,119.995,58,alternative_dance indie_pop indie_rock indietronica modern_rock pop_rock,60,"['alternative_dance', 'indie_pop', 'indie_rock', 'indietronica', 'modern_rock', 'pop_rock']",low,Neutral
Neon Trees,0l4DTppOxy7NUaEcwXuOb6,Animal,0.482,0.829,5,-5.576,1,0.0437,0.00034,0.0,0.378,0.739,147.99,65,modern_alternative_rock modern_rock pop_rock post-teen_pop rock,65,"['modern_alternative_rock', 'modern_rock', 'pop_rock', 'post-teen_pop', 'rock']",low,Neutral
Taylor Bennett,6m3ZXs465Rt4Tc1iiLktXL,Broad Shoulders (feat. Chance the Rapper),0.6,0.524,0,-9.297,1,0.146,0.822,3.29e-05,0.104,0.449,127.5,45,chicago_rap drill lgbtq+_hip_hop underground_hip_hop,48,"['chicago_rap', 'drill', 'lgbtq+_hip_hop', 'underground_hip_hop']",low,Positive
Simon Curtis,0kW7NQraFEyAhXqaE4cZG0,Flesh,0.577,0.773,1,-2.879,1,0.0766,0.00188,0.0522,0.0809,0.292,130.001,48,electropop otacore post-teen_pop,53,"['electropop', 'otacore', 'post-teen_pop']",low,Neutral
The Irrepressibles,33vDXztradlEuqKLz5BRRZ,Two Men In Love,0.294,0.366,5,-12.346,1,0.036,0.528,0.0594,0.122,0.105,87.027,54,baroque_pop,0,['baroque_pop'],high,Positive
R.E.M.,4PLqctGITm4ve4K9bM1IfV,At My Most Beautiful,0.579,0.339,5,-12.455,1,0.0252,0.776,0.828,0.11,0.238,97.783,71,alternative_rock athens_indie permanent_wave pop_rock rock,0,"['alternative_rock', 'athens_indie', 'permanent_wave', 'pop_rock', 'rock']",high,Positive
MNEK,40hcwo4kW02HIZjqwQ2X27,Tongue,0.679,0.889,8,-5.678,0,0.184,0.00846,0.0,0.123,0.534,106.456,73,tropical_house uk_contemporary_r&b uk_dance uk_pop,27,"['tropical_house', 'uk_contemporary_r&b', 'uk_dance', 'uk_pop']",low,Neutral
SAKIMA,1ZMlftjHNDc9R9bT4pvYZw,Daddy,0.784,0.747,8,-7.583,0,0.0428,0.515,0.00561,0.128,0.59,101.046,37,uk_alternative_pop,50,['uk_alternative_pop'],low,Neutral
Jay Brannan,1IW103k42IhJUyFyJ2hkHF,Housewife,0.639,0.197,4,-8.869,1,0.0273,0.64,0.0,0.17,0.393,100.167,27,acoustic_pop,0,['acoustic_pop'],low,Neutral
Kele Okereke,1X2VBvWQBA7Y3qFF7KorvG,My Guy,0.684,0.407,7,-12.388,1,0.0262,0.0642,0.00219,0.11,0.258,99.993,31,british_singer-songwriter,28,['british_singer-songwriter'],low,Neutral
Pet Shop Boys,6HOV3fW5QwECw9YhX58L6V,The Night I Fell in Love,0.717,0.723,4,-8.288,1,0.0441,0.0335,0.000832,0.0829,0.465,96.244,65,art_pop dance_rock europop new_romantic new_wave new_wave_pop permanent_wave synthpop,18,"['art_pop', 'dance_rock', 'europop', 'new_romantic', 'new_wave', 'new_wave_pop', 'permanent_wave', 'synthpop']",high,Positive
Anthony Rapp,3mGyukUfF0uuqXKZbTiPLs,Just Some Guy,0.541,0.452,0,-11.1,0,0.0361,0.629,0.0,0.122,0.476,81.573,48,broadway hollywood show_tunes,15,"['broadway', 'hollywood', 'show_tunes']",low,Neutral
REINDIER,1jeCieFpiT2HthFcMsmEIt,My Man,0.403,0.403,5,-8.255,1,0.0379,0.58,3.24e-06,0.128,0.14,114.537,10,unknown,0,['unknown'],low,Neutral
Shamir,6uV6ez9OSICy0bjBCXcIa7,Straight Boy,0.439,0.495,7,-9.912,1,0.0315,0.00192,0.000578,0.118,0.397,140.169,35,art_pop escape_room,0,"['art_pop', 'escape_room']",high,Positive
Ezra Furman,2ODYENAvi3VSpQDZ2EDTdP,Suck the Blood from My Wound,0.696,0.64,4,-11.03,1,0.154,0.178,7.95e-06,0.639,0.693,126.021,47,alternative_pop transpop,0,"['alternative_pop', 'transpop']",low,Neutral
Bronski Beat,7grRm718788MzsonGq4Y1M,Need a Man Blues,0.708,0.597,7,-12.558,1,0.0372,0.449,0.0158,0.107,0.413,120.548,57,hi-nrg new_romantic new_wave new_wave_pop sophisti-pop synthpop,27,"['hi-nrg', 'new_romantic', 'new_wave', 'new_wave_pop', 'sophisti-pop', 'synthpop']",low,Neutral
The Hound,11C9z1X31MdAJVIRhovvlb,Can't Let You Go,0.701,0.544,10,-8.715,0,0.0286,0.227,0.0,0.104,0.557,111.989,1,unknown,9,['unknown'],low,Neutral
Ludlow,4a3wmS6P1kaKA3zNArL0Bt,Nobody Tell a Name (feat. Raury),0.912,0.507,1,-8.354,1,0.557,0.136,2.36e-06,0.205,0.179,144.018,14,unknown,29,['unknown'],low,Neutral
Dani Umpi,0oXAx3Gj3yW6C8DgoSrRis,Tebas,0.662,0.868,7,-5.442,1,0.0705,0.0424,3.98e-05,0.0992,0.481,121.994,23,argentine_indie pop_electronico uruguayan_indie,0,"['argentine_indie', 'pop_electronico', 'uruguayan_indie']",low,Neutral
Scissor Sisters,154Ada4WZXskIMnsKiy26u,Let's Have A Kiki,0.796,0.836,9,-6.632,0,0.0754,0.106,0.00167,0.0684,0.862,124.03,60,dance_pop dance_rock electropop,47,"['dance_pop', 'dance_rock', 'electropop']",low,Neutral
morgxn,4I1o10KjPFASPtaFZbwFJ9,me without you,0.451,0.383,11,-9.369,0,0.0844,0.667,1.44e-06,0.092,0.111,67.669,47,indie_poptimism la_pop,25,"['indie_poptimism', 'la_pop']",low,Neutral
Todrick Hall,3eOYEYe2VUsiOSCW53OiZv,Wrong Bitch,0.934,0.65,11,-5.424,0,0.188,0.0566,6.13e-05,0.0664,0.425,135.033,59,dance_pop pop,0,"['dance_pop', 'pop']",high,Negative
Perfume Genius,52WTLETEHs5jwCr7LCq0VW,Queen,0.418,0.547,1,-4.932,1,0.0295,0.211,0.0443,0.187,0.13,131.99,56,art_pop chamber_pop chamber_psych chillwave electropop experimental_pop indie_pop indie_rock seattle_indie,0,"['art_pop', 'chamber_pop', 'chamber_psych', 'chillwave', 'electropop', 'experimental_pop', 'indie_pop', 'indie_rock', 'seattle_indie']",low,Neutral
Ricky Martin,0Ph6L4l8dYUuXFmb71Ajnd,Livin' la Vida Loca,0.425,0.954,1,-3.756,0,0.0476,0.00414,0.0,0.0555,0.933,178.043,73,dance_pop latin latin_pop mexican_pop puerto_rican_pop,75,"['dance_pop', 'latin', 'latin_pop', 'mexican_pop', 'puerto_rican_pop']",low,Neutral
Rob Halford,55PV263YZXsyel112pUSus,Into the Pit,0.509,0.865,0,-6.871,0,0.0375,8.15e-06,0.246,0.0822,0.18,146.109,48,hard_rock metal,28,"['hard_rock', 'metal']",low,Neutral
Benjamin Gibbard,2AjsMkPcC7mCs5F2E00taI,And I Love Him,0.705,0.643,4,-12.735,0,0.0348,0.0672,0.0795,0.27,0.739,107.998,41,unknown,36,['unknown'],high,Positive
Sam Smith,0TdKJnJqeONlGZpfI1Wn93,HIM,0.575,0.248,5,-11.115,0,0.0299,0.587,5.39e-05,0.24,0.328,85.05,81,dance_pop pop uk_pop,47,"['dance_pop', 'pop', 'uk_pop']",low,Neutral
Tom Goss,0GxoJnPp5dsEPsRJYNfkA0,You and I (Against the World),0.574,0.0447,2,-15.855,1,0.0355,0.976,7.97e-05,0.164,0.229,91.991,21,unknown,1,['unknown'],low,Neutral
Joey Graceffa,5sBdbAZ2a2LJ775CsbkM2h,Don't Wait,0.675,0.839,11,-6.609,1,0.066,0.0507,1.47e-06,0.427,0.453,124.071,27,teen_pop,42,['teen_pop'],low,Neutral
jesse saint john,76y30KySh3KiupEIi1SgVM,MOVE,0.761,0.849,1,-2.205,1,0.039,0.0147,0.0,0.0848,0.672,120.055,9,unknown,21,['unknown'],low,Neutral
Trevi Moran,1MEmb7n1ZB73kCRcYRFg4i,Sinner,0.55,0.658,2,-6.974,0,0.0381,0.00368,0.0,0.556,0.272,98.005,30,teen_pop,38,['teen_pop'],low,Neutral
PWR BTTM,6shhReGKYdzCXtXxCIc1dF,I Wanna Boi,0.371,0.42,0,-6.224,1,0.0513,0.431,0.0,0.0597,0.564,83.452,34,queercore,51,['queercore'],low,Neutral
Geo Louis,6mGPEWerSOpuPaV0ngZOAP,Him,0.58,0.875,0,-6.838,1,0.0358,0.00196,0.0,0.308,0.562,108.022,3,deep_dance_pop,17,['deep_dance_pop'],low,Neutral
Frank Ocean,7DfFc7a6Rwfi3YQMRbDMau,Thinkin Bout You,0.721,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83,81,alternative_r&b hip_hop lgbtq+_hip_hop neo_soul pop,77,"['alternative_r&b', 'hip_hop', 'lgbtq+_hip_hop', 'neo_soul', 'pop']",low,Neutral
Keiynan Lonsdale,7aTY1ZcvGVPy8B9hqjeER5,Kiss The Boy,0.783,0.388,0,-9.146,1,0.0434,0.0899,0.0,0.159,0.455,139.918,38,unknown,0,['unknown'],low,Neutral
Mykki Blanco,0XsCES6ZULNT2cfAuMzfp2,Wish You Would (feat. Princess Nokia),0.911,0.6,6,-8.049,0,0.289,0.0838,0.000113,0.338,0.249,96.01,41,escape_room lgbtq+_hip_hop trap_queen,0,"['escape_room', 'lgbtq+_hip_hop', 'trap_queen']",low,Neutral
Big Freedia,1nMTBjKdCNPQoZdxsxzTLE,Booty-Whop,0.785,0.923,10,-5.671,0,0.173,0.0763,0.000642,0.143,0.459,105.009,49,bounce escape_room lgbtq+_hip_hop new_orleans_rap trap_queen,32,"['bounce', 'escape_room', 'lgbtq+_hip_hop', 'new_orleans_rap', 'trap_queen']",low,Neutral
KAYTRANADA,33pDmPx2pkJ7JCAQpRDQ9B,GLOWED UP,0.681,0.621,1,-10.024,1,0.34,0.036,0.00555,0.138,0.428,135.538,68,escape_room indie_soul lgbtq+_hip_hop,0,"['escape_room', 'indie_soul', 'lgbtq+_hip_hop']",low,Neutral
Left at London,3k1xI9HUi76EEhKkWxYtbe,I DONT TRUST U ANYMORE,0.773,0.41,4,-8.545,1,0.0418,0.291,0.0,0.38,0.453,111.916,36,transpop,48,['transpop'],low,Neutral
Kalifa,6rVDRQphQlrdylUGMh7FaH,Hey,0.82,0.577,2,-8.226,1,0.107,0.095,0.000451,0.111,0.436,105.023,25,escape_room lgbtq+_hip_hop,0,"['escape_room', 'lgbtq+_hip_hop']",low,Neutral
Grizzly Bear,0iTpQYzJnYgh7kIxyq8A2O,Two Weeks,0.537,0.712,5,-5.597,1,0.0286,0.289,0.00568,0.08,0.704,159.871,55,alternative_dance alternative_rock art_pop baroque_pop brooklyn_indie chillwave dream_pop experimental_pop indie_pop indie_rock modern_rock new_weird_america stomp_and_holler,71,"['alternative_dance', 'alternative_rock', 'art_pop', 'baroque_pop', 'brooklyn_indie', 'chillwave', 'dream_pop', 'experimental_pop', 'indie_pop', 'indie_rock', 'modern_rock', 'new_weird_america', 'stomp_and_holler']",low,Neutral
Superfruit,6zJznQATy5aYSduaMgHIxA,Heartthrob,0.728,0.687,8,-5.547,0,0.05,0.0755,4.19e-06,0.0911,0.936,110.027,60,unknown,34,['unknown'],low,Neutral
Xiu Xiu,4bAKDSZrZhnyVu3IcjAYLF,I Luv the Valley OH!,0.209,0.734,7,-5.668,1,0.0417,0.0501,0.000977,0.288,0.381,116.26,40,alternative_rock art_pop bay_area_indie dream_pop escape_room experimental experimental_pop experimental_rock grave_wave new_rave noise_pop,0,"['alternative_rock', 'art_pop', 'bay_area_indie', 'dream_pop', 'escape_room', 'experimental', 'experimental_pop', 'experimental_rock', 'grave_wave', 'new_rave', 'noise_pop']",low,Neutral
Calum Scott,4yFsOEAtQXXyi0iK9VHjOp,Dancing On My Own,0.671,0.183,1,-8.649,1,0.0325,0.821,3.93e-05,0.0969,0.208,112.678,78,neo_mellow pop uk_pop,0,"['neo_mellow', 'pop', 'uk_pop']",high,Positive
Cakes da Killa,1RsMNYWrNLEP28BHIMsoK9,Gon Blow (feat. Rye Rye),0.804,0.777,7,-7.838,1,0.303,0.00383,0.000451,0.682,0.638,133.976,35,escape_room lgbtq+_hip_hop nyc_rap vogue,34,"['escape_room', 'lgbtq+_hip_hop', 'nyc_rap', 'vogue']",low,Neutral
Owen Pallett,03zkV1n3YFxKdSN4DxuOjy,Lewis Takes Off His Shirt,0.669,0.627,2,-9.116,1,0.0347,0.922,0.765,0.0875,0.69,162.089,45,chamber_pop,24,['chamber_pop'],low,Neutral
Anye Elite,4rd5odNUtqDt9VcvQ9raw0,No Faux,0.52,0.636,8,-9.343,0,0.337,0.0278,0.0,0.137,0.159,139.649,1,lgbtq+_hip_hop,4,['lgbtq+_hip_hop'],low,Neutral
Abdu Ali,2RlVJ3xzpcoKUBdEq1Kbfq,Chastity,0.657,0.482,2,-8.987,1,0.0587,0.068,0.00182,0.096,0.0682,144.973,22,baltimore_indie lgbtq+_hip_hop,0,"['baltimore_indie', 'lgbtq+_hip_hop']",low,Neutral
Chris Garneau,7qyjBsueqlRQq3WstuxfiC,Between the Bars,0.53,0.234,0,-13.167,0,0.0571,0.979,0.0567,0.109,0.14,141.11,36,unknown,0,['unknown'],low,Neutral
Bloc Party,2PAhcPwab2sJz340QHtunD,This Modern Love,0.453,0.938,0,-5.344,1,0.0386,0.00306,0.00318,0.132,0.261,160.005,59,alternative_dance alternative_rock dance-punk indie_rock modern_rock new_rave rock,51,"['alternative_dance', 'alternative_rock', 'dance-punk', 'indie_rock', 'modern_rock', 'new_rave', 'rock']",high,Positive
Years & Years,1oTPwGPqIRkJeTYAMmXF2W,Desire,0.688,0.801,10,-4.155,0,0.0423,0.218,0.0,0.334,0.731,126.015,70,dance_pop edm gauze_pop pop pop_dance tropical_house uk_pop,0,"['dance_pop', 'edm', 'gauze_pop', 'pop', 'pop_dance', 'tropical_house', 'uk_pop']",low,Neutral
Pansy Division,7Gjze5dPQjujzoHGOQReWT,Fem in a Black Leather Jacket,0.533,0.85,7,-6.507,1,0.0477,0.408,0.000159,0.112,0.826,150.403,27,queercore,35,['queercore'],high,Negative
Jeffree Star,2fcI0o9CkhBdOWcfGP38El,Get Away With Murder,0.452,0.881,6,-4.729,1,0.167,0.000146,7.71e-06,0.0864,0.499,140.014,32,electropop electropowerpop pink_noise strut,35,"['electropop', 'electropowerpop', 'pink_noise', 'strut']",low,Neutral
MIKA,6wCO5ogfiksJRDpYysqhKE,Good Guys,0.633,0.496,10,-8.97,1,0.0362,0.035,0.0,0.0626,0.207,99.939,67,dance_pop europop pop,36,"['dance_pop', 'europop', 'pop']",high,Positive
Village People,3ypMsqUwfNFMiooMLVHfkp,YMCA,0.742,0.696,6,-7.871,1,0.0735,0.19,0.0,0.151,0.84,126.432,59,disco,66,['disco'],low,Neutral
Vardaan Arora,3QWkLrNoZX1Kze2uwpZl8I,What If,0.751,0.536,1,-6.966,1,0.0432,0.0148,0.0011,0.178,0.652,99.981,30,unknown,0,['unknown'],low,Neutral
whatever mike,0d16jLB3r6nJlxmYFJGGbr,R U Mad,0.844,0.464,11,-7.595,1,0.176,0.12,0.000706,0.0764,0.684,150.004,30,neo_r&b nyc_pop,0,"['neo_r&b', 'nyc_pop']",high,Negative
Solomon Ray,7oRehVEscTe3bd9rN6f2f1,Así Así,0.746,0.818,6,-4.435,0,0.114,0.0174,0.0,0.0579,0.648,100.025,20,unknown,0,['unknown'],low,Neutral
Wham!,0ikz6tENMONtK6qGkOrU3c,Wake Me Up Before You Go-Go,0.62,0.573,0,-11.893,1,0.0423,0.271,0.0,0.0607,0.897,81.548,65,disco europop new_romantic new_wave new_wave_pop soft_rock synthpop,80,"['disco', 'europop', 'new_romantic', 'new_wave', 'new_wave_pop', 'soft_rock', 'synthpop']",low,Neutral
Culture Club,1I6q6nwNjNgik1Qe8Oi0Y7,Do You Really Want To Hurt Me,0.744,0.376,4,-14.996,0,0.0366,0.0815,0.0,0.108,0.42,100.78,62,disco europop mellow_gold new_romantic new_wave new_wave_pop soft_rock synthpop,66,"['disco', 'europop', 'mellow_gold', 'new_romantic', 'new_wave', 'new_wave_pop', 'soft_rock', 'synthpop']",low,Positive
Solo,788aTAxOROOTwsappixnbv,Hit Me With A Kiss,0.495,0.46,9,-7.854,1,0.026,0.53,4.25e-06,0.147,0.0904,69.966,31,unknown,0,['unknown'],low,Neutral
Patrick Wolf,4ejutbOF6Ksm9QKj8u0O2j,House,0.561,0.361,5,-8.87,1,0.033,0.721,0.0458,0.0886,0.297,117.893,30,downtempo folktronica indietronica,0,"['downtempo', 'folktronica', 'indietronica']",low,Neutral
Sylvester,3j1fs2X0ibiihnM4Fd4A2D,You Make Me Feel (Mighty Real),0.642,0.806,10,-12.973,1,0.032,0.0455,0.314,0.0498,0.962,131.577,49,disco hi-nrg post-disco,0,"['disco', 'hi-nrg', 'post-disco']",high,Positive
Bleachers,4xYzcWOLM685vCa5AkJXe9,Alfie's Song (Not So Typical Love Song),0.646,0.861,0,-6.231,1,0.0836,0.0417,0.0,0.244,0.966,141.995,61,double_drumming indie_pop modern_alternative_rock modern_rock pop_rock,39,"['double_drumming', 'indie_pop', 'modern_alternative_rock', 'modern_rock', 'pop_rock']",high,Positive
Lex Allen,6Fcbxir33raTejFj909F77,Bitch U Fabulous,0.429,0.891,0,-5.039,1,0.16,0.00244,0.000416,0.377,0.603,131.884,1,milwaukee_hip_hop milwaukee_indie,0,"['milwaukee_hip_hop', 'milwaukee_indie']",high,Positive
Hercules & Love Affair,0AzqLBEmqqc7LpGbC2wLG9,I Try To Talk To You,0.674,0.685,1,-9.16,1,0.0334,0.0182,0.108,0.16,0.647,120.01,47,alternative_dance art_pop electroclash electronica new_rave nu_disco,0,"['alternative_dance', 'art_pop', 'electroclash', 'electronica', 'new_rave', 'nu_disco']",low,Neutral
Adam Joseph,7rEANZC972dKQoM1OjZz2d,Linda Evangelista (feat. Aja),0.778,0.801,7,-7.614,1,0.196,0.0033,7.01e-06,0.342,0.846,127.981,29,strut,34,['strut'],low,Neutral
Will Young,3ncFFKyZYIfiWNaOqvSUKz,Light My Fire,0.77,0.796,6,-7.333,1,0.0316,0.226,1.67e-06,0.139,0.846,106.899,50,australian_pop dance_pop europop new_wave_pop uk_pop,46,"['australian_pop', 'dance_pop', 'europop', 'new_wave_pop', 'uk_pop']",high,Positive
Vampire Weekend,5dKBaysNJtfpyNTRa5lqDb,A-Punk,0.551,0.821,2,-4.489,1,0.0539,0.0102,0.0438,0.153,0.842,174.923,65,baroque_pop indie_rock modern_rock,2,"['baroque_pop', 'indie_rock', 'modern_rock']",low,Neutral
Ty Herndon,5am4DKPeHi3aLPzEtqPBAZ,What Mattered Most,0.531,0.5,0,-8.94,1,0.026,0.429,0.0,0.164,0.27,142.382,39,country country_road country_rock,32,"['country', 'country_road', 'country_rock']",high,Positive
Erasure,2RVQIq7bLi4Eu6xHPyQ46t,A Little Respect,0.596,0.598,0,-13.409,1,0.0268,0.00808,3.07e-06,0.241,0.595,113.825,60,new_romantic new_wave new_wave_pop synthpop,63,"['new_romantic', 'new_wave', 'new_wave_pop', 'synthpop']",high,Negative
Eli Lieb,4NWGK3Shpzn6xy8y413taO,Safe in My Hands,0.52,0.695,3,-7.035,1,0.0343,0.255,2.32e-05,0.14,0.388,117.965,33,unknown,40,['unknown'],high,Positive
Lil Peep,7hf89cT5FEmLV5E9fjrjG7,beamer boy,0.743,0.732,8,-4.511,1,0.104,0.0509,1.77e-05,0.227,0.339,123.994,80,emo_rap lgbtq+_hip_hop,74,"['emo_rap', 'lgbtq+_hip_hop']",low,Neutral
Sebastian Castro,2LiHG9iCXfu3BwvDxCZrpL,You're Gay,0.692,0.858,0,-5.283,1,0.123,0.00182,0.0,0.32,0.889,157.026,10,unknown,12,['unknown'],high,Positive
Wrabel,3vHTlIT5uIilAFf6Cy69tr,Bloodstain,0.564,0.668,6,-6.578,0,0.0442,0.0244,1.15e-05,0.168,0.32,79.99,62,alt_z australian_pop electropop indie_poptimism indiecoustica neo_mellow pop pop_rock,46,"['alt_z', 'australian_pop', 'electropop', 'indie_poptimism', 'indiecoustica', 'neo_mellow', 'pop', 'pop_rock']",low,Neutral
Dead Or Alive,0BB9eUBBaaX6GALSYNcEp7,You Spin Me Round (Like a Record),0.554,0.851,6,-10.526,0,0.0334,0.006,0.0242,0.405,0.96,128.103,60,hi-nrg new_romantic new_wave new_wave_pop synthpop,0,"['hi-nrg', 'new_romantic', 'new_wave', 'new_wave_pop', 'synthpop']",high,Negative
Jake Shears,0yQZ4BDiqzrMIlypQqkHRa,Creep City,0.568,0.829,5,-3.86,0,0.03,0.182,2.13e-05,0.0688,0.785,91.983,34,electropop,16,['electropop'],low,Neutral
Rainbow Kitten Surprise,0ZAbupc7jAQpG9IxojQ3s3,Cocaine Jesus,0.822,0.362,2,-7.462,1,0.0411,0.16,0.0,0.313,0.159,119.903,67,modern_rock,70,['modern_rock'],low,Neutral
Ten Ven,5mwd7PvG7Q3sBBv85FIAVO,1 Bad Bitch,0.789,0.56,3,-10.029,0,0.0445,0.0437,0.297,0.0689,0.143,122.982,32,unknown,7,['unknown'],high,Negative
MRSHLL,36YtYKhuTSPwitgehk8f8G,COME OVER,0.744,0.524,11,-8.773,0,0.0948,0.374,6.05e-06,0.103,0.579,105.023,35,korean_r&b,11,['korean_r&b'],low,Neutral
Who Is Fancy,2xSExwwFXzukzOdR6iVYMk,Boys Like You,0.739,0.597,0,-5.335,0,0.0801,0.0997,0.0,0.119,0.787,104.991,39,unknown,56,['unknown'],low,Neutral
Tyler Glenn,4fTS0P8uM3Tn2WBkU57M7l,Trash,0.494,0.797,0,-4.067,1,0.158,0.0413,0.0,0.415,0.72,80.929,32,unknown,25,['unknown'],low,Neutral
CSS,7FmngwBTy8EYg7Jp7fRD5p,City Grrrl,0.618,0.811,5,-3.694,1,0.0284,0.0577,5.41e-05,0.327,0.53,119.981,42,alternative_dance dance-punk electroclash electronica indietronica new_rave,0,"['alternative_dance', 'dance-punk', 'electroclash', 'electronica', 'indietronica', 'new_rave']",low,Neutral
Sam Vance-Law,6TAY6u01ro1efYGh7xOmyR,Prettyboy,0.5,0.771,7,-8.329,1,0.041,0.00893,0.0339,0.124,0.157,159.966,28,german_indie,0,['german_indie'],low,Neutral
Doug Locke,4DeVJgjmcYsD23KzOkfgTA,#ThisCouldBeUs,0.677,0.895,2,-3.933,1,0.0366,0.0143,0.000109,0.0401,0.785,95.001,6,unknown,17,['unknown'],low,Neutral
Brendan Maclean,1V59IszS3oRC9nt46jhJey,The Feeling Again,0.411,0.236,5,-8.877,1,0.0358,0.0911,0.0,0.259,0.241,119.793,28,australian_pop australian_singer-songwriter,11,"['australian_pop', 'australian_singer-songwriter']",low,Neutral
Lavender Country,1jbApNPzkuo1U0ZaZZ7Tb9,Back in the Closet Again,0.397,0.541,2,-7.925,1,0.0319,0.784,0.0373,0.132,0.549,83.099,24,cosmic_american queer_country,0,"['cosmic_american', 'queer_country']",low,Neutral
Kidd Kenn,5XUJ4DIZNBu77aq19kSsQv,Fake Shit,0.801,0.541,1,-10.497,1,0.279,0.0063,0.0,0.602,0.573,139.914,39,unknown,3,['unknown'],high,Negative
Lyon Hart,0uU2ytjUEk7LNZYvfR6GlG,Falling for You,0.593,0.772,8,-5.621,1,0.0345,0.0142,4.28e-06,0.0389,0.169,90.986,24,unknown,0,['unknown'],low,Neutral
LEOPOLD,5SovbUuzIAB6eVStOWYUNA,Warning Signs,0.879,0.572,4,-8.161,0,0.109,0.0615,0.00144,0.172,0.447,119.959,16,unknown,21,['unknown'],low,Neutral
LEOPOLD,7onnVaTTV6Qsp2C8pZIx5c,Breathe Out,0.732,0.543,6,-7.078,0,0.0765,0.0802,4.9e-06,0.0895,0.262,100.984,16,unknown,16,['unknown'],low,Neutral
Lady Gaga,24ySl2hOPGCDcxBxFIqWBu,Rain On Me (with Ariana Grande),0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056,83,art_pop dance_pop pop,75,"['art_pop', 'dance_pop', 'pop']",low,Neutral
Lil Nas X,67BtfxlNbhBmCDR2L2l8qd,MONTERO (Call Me By Your Name),0.61,0.508,8,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.818,82,lgbtq+_hip_hop pop,81,"['lgbtq+_hip_hop', 'pop']",low,Neutral
MKSM,0VzyUZi9jb8Ytj0l3HsWBM,Shared Room,0.689,0.572,0,-8.912,1,0.0993,0.333,3.7e-06,0.0953,0.637,102.124,9,unknown,18,['unknown'],low,Neutral
LEOPOLD,5pqgylYeVxCxAarBkBOttq,Pink Rebel,0.804,0.724,1,-6.016,1,0.196,0.0419,0.0,0.0735,0.767,134.988,16,unknown,11,['unknown'],low,Negative
